,text_id,source_tokens,target_tokens,labels
1393,AAEC_287,having friend that speaks another language is help people to professional in that language faster,Learning foreign language form another country is better choice for me to study language,support
1394,AAEC_287,in foreign country I could have a chance to speak foreign language with my friends,Going to another place to learn language is better choice,support
1395,AAEC_287,in foreign country I could have a chance to speak foreign language with my friends,learning language from foreign country is better than learning language in home country,support
1396,AAEC_287,in foreign country I could have a chance to speak foreign language with my friends,Learning foreign language form another country is better choice for me to study language,support
1397,AAEC_289,Students might complain about their teachers spoke too fast that students could not catch up on information,teachers could improve themselves by speaking slower to make sure that students could get all information that they want to give,support
1398,AAEC_289,teachers could improve themselves by speaking slower to make sure that students could get all information that they want to give,evaluating from students could improve teachers' performance,support
1399,AAEC_289,evaluation made by students is similar to feedback from customer that business owners need to know in order to improve their product,evaluating from students could improve teachers' performance,support
1400,AAEC_289,Evaluating teachers made by students could improve teachers' performance,evaluating from students could improve teachers' performance,support
1401,AAEC_289,they have employees whose performance are very high,in many cooperation such as Microsoft that could produce many great products,support
1402,AAEC_289,school have teachers who are always improve their quality from evaluation made by students,Schools could produce intellectual students,support
1403,AAEC_289,Teachers could augment their quality,this evaluation from students could improve schools' quality,support
1404,AAEC_289,"When school gather teachers that have great performance, school are gaining higher quality",this evaluation from students could improve schools' quality,support
1405,AAEC_289,in many cooperation such as Microsoft that could produce many great products,this evaluation from students could improve schools' quality,support
1406,AAEC_289,Schools could produce intellectual students,this evaluation from students could improve schools' quality,support
1407,AAEC_289,teachers are always adapt the way they teach in order to make students easy to understand their subjects,students could comprehend their subject easily,support
1408,AAEC_289,Students could study in class that have teachers who have experienced and greater performance,people who get the most advantage from evaluation is students,support
1409,AAEC_289,students could comprehend their subject easily,people who get the most advantage from evaluation is students,support
1410,AAEC_289,"students, who study from great schools which have great performance teacher, graduate with great knowledge to survive in next steps of life",people who get the most advantage from evaluation is students,support
1411,AAEC_289,they have high performance teachers,schools are also improve their quality,support
1412,AAEC_289,students are easy to understand their subjects,schools are also improve their quality,support
1413,AAEC_289,teachers could improve their performance,students should be asked to evaluate their teachers,support
1414,AAEC_289,teachers could improve their performance,school should ask students to evaluate their teachers,support
1415,AAEC_289,teachers could improve their performance,there are benefits to ask students to evaluate their teachers,support
1416,AAEC_289,schools are also improve their quality,students should be asked to evaluate their teachers,support
1417,AAEC_289,schools are also improve their quality,school should ask students to evaluate their teachers,support
1418,AAEC_289,schools are also improve their quality,there are benefits to ask students to evaluate their teachers,support
1419,AAEC_289,evaluating from students could improve teachers' performance,students should be asked to evaluate their teachers,support
1420,AAEC_289,evaluating from students could improve teachers' performance,school should ask students to evaluate their teachers,support
1421,AAEC_289,evaluating from students could improve teachers' performance,there are benefits to ask students to evaluate their teachers,support
1422,AAEC_289,this evaluation from students could improve schools' quality,students should be asked to evaluate their teachers,support
1423,AAEC_289,this evaluation from students could improve schools' quality,school should ask students to evaluate their teachers,support
1424,AAEC_289,this evaluation from students could improve schools' quality,there are benefits to ask students to evaluate their teachers,support
1425,AAEC_289,people who get the most advantage from evaluation is students,students should be asked to evaluate their teachers,support
1426,AAEC_289,people who get the most advantage from evaluation is students,school should ask students to evaluate their teachers,support
1427,AAEC_289,people who get the most advantage from evaluation is students,there are benefits to ask students to evaluate their teachers,support
1428,AAEC_301,I realized the true potential of my body and mind as I decided to train myself hard,committing to our goal helps creating personal worth,support
1429,AAEC_301,"Even if I were not to win this medal, I acknowledged the great amount of my endeavor as I could keep my tired legs running",committing to our goal helps creating personal worth,support
1430,AAEC_301,I knew how to improve myself,"I did not give up, and believed that I would be better in the next round",support
1431,AAEC_301,I remembered how I was suffered in the first round when I was last person who touched the line,one who learns the great difficulty will become stronger,support
1432,AAEC_301,"I did not give up, and believed that I would be better in the next round",one who learns the great difficulty will become stronger,support
1433,AAEC_301,"I had been a loser for a thousand time before the first winning, and suffering from losing in each competition makes me stronger",one who learns the great difficulty will become stronger,support
1434,AAEC_301,"we, as an average people, might feel that the responsibility to our goal is too heavy to carry on",the responsibility is worthy of carrying,attack
1435,AAEC_301,"When the distance is longer and harder to achieve, a runner who can go beyond his limit will proud of himself",the responsibility is worthy of carrying,support
1436,AAEC_301,he did not stop pursing his goal,He can feel the sweetness of triumph,support
1437,AAEC_301,He can feel the sweetness of triumph,the responsibility is worthy of carrying,support
1438,AAEC_301,"Anyone who wants to achieve the goal should acknowledge that his effort and experience from suffering helps him understand his true potential and increase his strength, and ultimately, it will prompt him to be ready for overcoming the greater challenge in his life",a person should keep trying for his goals,support
1439,AAEC_301,"Anyone who wants to achieve the goal should acknowledge that his effort and experience from suffering helps him understand his true potential and increase his strength, and ultimately, it will prompt him to be ready for overcoming the greater challenge in his life",one should not give up,support
1440,AAEC_301,committing to our goal helps creating personal worth,a person should keep trying for his goals,support
1441,AAEC_301,committing to our goal helps creating personal worth,one should not give up,support
1442,AAEC_301,one who learns the great difficulty will become stronger,a person should keep trying for his goals,support
1443,AAEC_301,one who learns the great difficulty will become stronger,one should not give up,support
1444,AAEC_301,the true reward is to have the dignity,a person should keep trying for his goals,support
1445,AAEC_301,the true reward is to have the dignity,one should not give up,support
1446,AAEC_301,the responsibility is worthy of carrying,a person should keep trying for his goals,support
1447,AAEC_301,the responsibility is worthy of carrying,one should not give up,support
1448,AAEC_306,"With a private car, you can reach the destination in another city just sitting in the vehicle","when it comes to the field of transportation, there is no doubt that the technology in automobile has made people's life simpler",support
1449,AAEC_306,"if you would like to have a trip across the ocean, a plane can carry you there in only a few hours, which is hard to imagine in the ancient times","when it comes to the field of transportation, there is no doubt that the technology in automobile has made people's life simpler",support
1450,AAEC_306,"all the knowledge and information are stored in the iPads, with a single click, and they would appear right before your eyes at once","With the advent of iPads in e-learning, paper books become unnecessary, so does the blackboards",support
1451,AAEC_306,"In the past, teachers have to write what they want to convey to students on the chalkboard, resulting in a great waste of time and the fatigue of teachers",technology also makes teaching simpler,support
1452,AAEC_306,"With the advent of iPads in e-learning, paper books become unnecessary, so does the blackboards",technology also makes teaching simpler,support
1453,AAEC_306,"the cell phone, which used to be simply a tool to deliver messages to your contacts in a distance, now are playing a role more than just a phone in social communications",technology may make people's life more complicated,support
1454,AAEC_306,"folks have to check their Facebooks, Twitters, and Forums accounts every minute, which add too much pressure to them",technology may make people's life more complicated,support
1455,AAEC_306,"games on their phone exert a tremendous fascination on teenagers, leading to a large problem that they got addicted to their phones",technology may make people's life more complicated,support
1456,AAEC_306,making their life more complicated and tired,technology may make people's life more complicated,support
1457,AAEC_306,technology may make people's life complicated in some aspects,the convenience it brings is more,attack
1458,AAEC_306,technology may make people's life complicated in some aspects,the convenience it brings in people's are significant,attack
1459,AAEC_306,"when it comes to the field of transportation, there is no doubt that the technology in automobile has made people's life simpler",the convenience it brings is more,support
1460,AAEC_306,"when it comes to the field of transportation, there is no doubt that the technology in automobile has made people's life simpler",the convenience it brings in people's are significant,support
1461,AAEC_306,technology also makes teaching simpler,the convenience it brings is more,support
1462,AAEC_306,technology also makes teaching simpler,the convenience it brings in people's are significant,support
1463,AAEC_306,technology may make people's life complicated in some cases,the convenience it brings is more,attack
1464,AAEC_306,technology may make people's life complicated in some cases,the convenience it brings in people's are significant,attack
1465,AAEC_306,technology may make people's life more complicated,the convenience it brings is more,attack
1466,AAEC_306,technology may make people's life more complicated,the convenience it brings in people's are significant,attack
1467,AAEC_310,applying to study abroad needs a lot of money,I am working in two organization to gain more salary,support
1468,AAEC_310,I have a friend who was working so slowly,"If people learn how should increase their speed at work by studying, they can stares in their workplace",support
1469,AAEC_310,He has been threatened by his boss who was going to fire him,"If people learn how should increase their speed at work by studying, they can stares in their workplace",support
1470,AAEC_310,My friend went to a course where he learned how should work rapidly and now he is working,"If people learn how should increase their speed at work by studying, they can stares in their workplace",support
1471,AAEC_310,"If people learn how should increase their speed at work by studying, they can stares in their workplace","if persons work rapidly, they will have more chance to study",support
1472,AAEC_310,Attending in some classes which try to increase the skills of employees can be considered as an absolutely effective parameter,"if persons work rapidly, they will have more chance to study",support
1473,AAEC_310,the expenses have been increased,people prone to work in two or three firms in a week,support
1474,AAEC_310,This fact pushes them to work faster and faster,people prone to work in two or three firms in a week,support
1475,AAEC_310,If they work just in one organization they cannot earn enough money,people prone to work in two or three firms in a week,support
1476,AAEC_310,"The more money, the more chances",people prone to work in two or three firms in a week,support
1477,AAEC_310,I am working in two organization to gain more salary,people prone to work in two or three firms in a week,support
1478,AAEC_310,"If you show in your workplace that you are the one who can work more than other even carelessly, your boss will assign you more tasks",people who work slowly can no longer handle more tasks,support
1479,AAEC_310,"If you do them fast too, the first acknowledgement of your boss encourages you to work harder",people who work slowly can no longer handle more tasks,support
1480,AAEC_310,It turns you to a person who has skill of working without hesitation,people who work slowly can no longer handle more tasks,support
1481,AAEC_310,"Even if we ignore this result, by the same token, you can get higher position and more money",people who work slowly can no longer handle more tasks,support
1482,AAEC_310,"Trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice",Working fast yet risky has a place near the ideal goal,support
1483,AAEC_310,"Trying to learn skills, working in two places in a week and gaining more tasks are the reasons which take into account as the most important causes of my choice",people should work faster even more risky,support
1484,AAEC_310,"Gaining more skills by study, having more than one job, and handling more tasks are the benefits of it which overweighs its disadvantages",Working fast yet risky has a place near the ideal goal,support
1485,AAEC_310,"Gaining more skills by study, having more than one job, and handling more tasks are the benefits of it which overweighs its disadvantages",people should work faster even more risky,support
1486,AAEC_310,"if persons work rapidly, they will have more chance to study",Working fast yet risky has a place near the ideal goal,support
1487,AAEC_310,"if persons work rapidly, they will have more chance to study",people should work faster even more risky,support
1488,AAEC_310,people prone to work in two or three firms in a week,Working fast yet risky has a place near the ideal goal,support
1489,AAEC_310,people prone to work in two or three firms in a week,people should work faster even more risky,support
1490,AAEC_310,people who work slowly can no longer handle more tasks,Working fast yet risky has a place near the ideal goal,support
1491,AAEC_310,people who work slowly can no longer handle more tasks,people should work faster even more risky,support
1492,AAEC_316,"only a government of the people, by the people, for the people will finally last; people's cohesiveness will be promoted",government should spend money on people to rescue them from this,support
1493,AAEC_316,People cannot live a harmonious life if citizens do not have a decent place to live in,Building more accommodating constructions meets people's basic need,support
1494,AAEC_316,"If the price of housing grows continuously, a comfortable place to live in will be a luxury to the middle class and the low class",Building more accommodating constructions meets people's basic need,support
1495,AAEC_316,"ordinary people, especially the younger generation, will fall into a certain pattern - work, pay bills for housing, work; and I am sure that it will increase people's dissatisfaction of the government",Building more accommodating constructions meets people's basic need,support
1496,AAEC_316,"when they are working, the fair of losing their accommodation always lingers, which will limit their efficiency",Building more accommodating constructions meets people's basic need,support
1497,AAEC_316,government should spend money on people to rescue them from this,Building more accommodating constructions meets people's basic need,support
1498,AAEC_316,it requires far more resource compare to old building preservation,new building construction deserves more governmental investment,support
1499,AAEC_316,"Build a new building has following prerequisites, land that has been sold by the government via formal procedures, a reliable construction company and tremendous amount of labor",new building construction deserves more governmental investment,support
1500,AAEC_316,hundreds of problems would occur during the construction,new building construction deserves more governmental investment,support
1501,AAEC_316,only government can cope with it by utilizing its enormous resource like dollars and effectiveness,new building construction deserves more governmental investment,support
1502,AAEC_316,new building construction deserves more governmental investment,What government should take into consideration at the first place should not be historic and traditional building preservation but new building construction,support
1503,AAEC_316,new building construction deserves more governmental investment,new building construction hold the right to gain more money from government,support
1504,AAEC_316,Building more accommodating constructions meets people's basic need,What government should take into consideration at the first place should not be historic and traditional building preservation but new building construction,support
1505,AAEC_316,Building more accommodating constructions meets people's basic need,new building construction hold the right to gain more money from government,support
1506,AAEC_322,They show the history of nations and previous generations who lived in the city,"Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings",support
1507,AAEC_322,They show the lifestyle of people who lived in thousands of years ago,"Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings",support
1508,AAEC_322,"They show us how they survive, or how they defend themselves etc","Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings",support
1509,AAEC_322,"By investigating about their structures, we can understand how much they knew about the architecture of building","Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings",support
1510,AAEC_322,"historic buildings are important treasures, which provide an area to learn valuable lessons","Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings",support
1511,AAEC_322,It is interesting for most people to know about the way people live in thousands years ago,It is a valuable opportunities for any city having historic buildings to show them to new visitors,support
1512,AAEC_322,Historic building can develop other industries such as restaurants or other food industries and handicrafts shops and so on,Another advantage of historic buildings is their capabilities to attract more tourists to the city,support
1513,AAEC_322,It is a valuable opportunities for any city having historic buildings to show them to new visitors,Another advantage of historic buildings is their capabilities to attract more tourists to the city,support
1514,AAEC_322,The historic buildings show the history of our ancestors,we should preserve historic buildings in the city,support
1515,AAEC_322,The historic buildings show the history of our ancestors,"It is important for any city to replace old buildings with new ones, but these revolutions should not include historic buildings",support
1516,AAEC_322,they can develop tourism industries by attracting tourists,we should preserve historic buildings in the city,support
1517,AAEC_322,they can develop tourism industries by attracting tourists,"It is important for any city to replace old buildings with new ones, but these revolutions should not include historic buildings",support
1518,AAEC_322,They can benefit us financially by developing other industries,we should preserve historic buildings in the city,support
1519,AAEC_322,They can benefit us financially by developing other industries,"It is important for any city to replace old buildings with new ones, but these revolutions should not include historic buildings",support
1520,AAEC_322,"they are the symbols of our nations, which can show the historical culture of our previous ancestors",we should preserve historic buildings in the city,support
1521,AAEC_322,"they are the symbols of our nations, which can show the historical culture of our previous ancestors","It is important for any city to replace old buildings with new ones, but these revolutions should not include historic buildings",support
1522,AAEC_322,"Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings",we should preserve historic buildings in the city,support
1523,AAEC_322,"Historic buildings answer many questions, which are mysterious about our previous ancestors; thereby no one can determine the price of the historic buildings","It is important for any city to replace old buildings with new ones, but these revolutions should not include historic buildings",support
1524,AAEC_322,Another advantage of historic buildings is their capabilities to attract more tourists to the city,we should preserve historic buildings in the city,support
1525,AAEC_322,Another advantage of historic buildings is their capabilities to attract more tourists to the city,"It is important for any city to replace old buildings with new ones, but these revolutions should not include historic buildings",support
1526,AAEC_328,"School is a small society for students, which prepares them for the future life","By attending to the same school, students can learn how to view the opposite gender in classes as a friend or a classmate",support
1527,AAEC_328,outdoors relationships may expand and it may accompany with sexual relationship,their thoughts deviate from the studies,support
1528,AAEC_328,a boy would know how to speak with a girl in every situation and vice versa,"By attending to the same school, students can learn how to view the opposite gender in classes as a friend or a classmate",support
1529,AAEC_328,"They would know how to ask her in order to cooperate with his study, how communicate with girls in a group, etc","By attending to the same school, students can learn how to view the opposite gender in classes as a friend or a classmate",support
1530,AAEC_328,"when they study together and help each other, they exercise the the real life as they age","By attending to the same school, students can learn how to view the opposite gender in classes as a friend or a classmate",support
1531,AAEC_328,attending both girls and boys in a same school cause many disadvantages for them,"By attending to the same school, students can learn how to view the opposite gender in classes as a friend or a classmate",attack
1532,AAEC_328,their thoughts deviate from the studies,attending both girls and boys in a same school cause many disadvantages for them,support
1533,AAEC_328,Boys and girls will try to show their capabilities and abilities in the class,they will study increasingly,support
1534,AAEC_328,Boys do not like to seem weak in front of girls and vice versa,they will study increasingly,support
1535,AAEC_328,they will study increasingly,the productivity of the class will be increased,support
1536,AAEC_328,the productivity of the class will be increased,attending in the school having boys and girls might be beneficial for both to increase their motivation to study better,support
1537,AAEC_328,they have a chance to know each other and learn how to behave with an opposite sex,boys and girls should study together,support
1538,AAEC_328,they have a chance to know each other and learn how to behave with an opposite sex,attending boys and girls in a same school would bring many advantages,support
1539,AAEC_328,"By attending to the same school, students can learn how to view the opposite gender in classes as a friend or a classmate",boys and girls should study together,support
1540,AAEC_328,"By attending to the same school, students can learn how to view the opposite gender in classes as a friend or a classmate",attending boys and girls in a same school would bring many advantages,support
1541,AAEC_328,Taking part in the study groups would increase student's motivation to study more,boys and girls should study together,support
1542,AAEC_328,Taking part in the study groups would increase student's motivation to study more,attending boys and girls in a same school would bring many advantages,support
1543,AAEC_328,"they would be able to know the opposite gender, which help them to be prepared for the adult life where they almost will live or work together",boys and girls should study together,support
1544,AAEC_328,"they would be able to know the opposite gender, which help them to be prepared for the adult life where they almost will live or work together",attending boys and girls in a same school would bring many advantages,support
1545,AAEC_328,attending in the school having boys and girls might be beneficial for both to increase their motivation to study better,boys and girls should study together,support
1546,AAEC_328,attending in the school having boys and girls might be beneficial for both to increase their motivation to study better,attending boys and girls in a same school would bring many advantages,support
1547,AAEC_331,they are significant symbols of a city,Historic buildings have intrinsic values,support
1548,AAEC_331,Old buildings are reminders of a city's culture and complexity,Historic buildings have intrinsic values,support
1549,AAEC_331,"By seeing historic buildings -- whether related to something famous or recognizably dramatic, people are able to witness the aesthetic and cultural history of an area",Historic buildings have intrinsic values,support
1550,AAEC_331,"it is the most remarkable sign of the city, and also it is the inevitable history of Beijing, even the entire China","when somebody mentions Beijing, China's capital city, you will immediately have Capital Palace come to appear in your mind",support
1551,AAEC_331,"Depending on the study of Capital Palace, researchers have a comprehensive understanding of the history and the culture","when somebody mentions Beijing, China's capital city, you will immediately have Capital Palace come to appear in your mind",support
1552,AAEC_331,"when somebody mentions Beijing, China's capital city, you will immediately have Capital Palace come to appear in your mind",Historic buildings have intrinsic values,support
1553,AAEC_331,"The city is occupied with an abundance of modern houses and and high buildings which make it crowded, and no rooms for people to relax themselves","historic buildings make our lives more colorful, provide places for citizens to relax bodies and minds",support
1554,AAEC_331,"the warmth of the materials, the heart pine, marble, or the old brick, all those old buildings features call back of our inner peace","historic buildings make our lives more colorful, provide places for citizens to relax bodies and minds",support
1555,AAEC_331,Lying under the roof of a historic building or sitting on the desk fill with history are both easy ways to forget life's little annoyance and feel peaceful,"historic buildings make our lives more colorful, provide places for citizens to relax bodies and minds",support
1556,AAEC_331,"There are many historic buildings, such as Beijing Place, Shanghai Artist Museum, they are all able to support themselves financially by charging tens of thousands of tourists",historic buildings can be a source of maintenance fees,support
1557,AAEC_331,"Our governments will be happy with those efficient consequences, and a majority of cities also can imitate this economical cycle",historic buildings can be a source of maintenance fees,support
1558,AAEC_331,the preservation of old buildings is a one-way street,the city which I enjoy the most is a combination of history and modernity,support
1559,AAEC_331,There is no chance to renovate to save a history site once it's gone,the city which I enjoy the most is a combination of history and modernity,support
1560,AAEC_331,This reality brings us to light the importance of locating and saving old buildings of historic significance,the city which I enjoy the most is a combination of history and modernity,support
1561,AAEC_331,"historic buildings make our lives more colorful, provide places for citizens to relax bodies and minds","we should do our parts to do what ever it takes to protect old buildings, letting next generations still have a chance to look at them",support
1562,AAEC_331,"historic buildings make our lives more colorful, provide places for citizens to relax bodies and minds",government should spend money on preservation of old buildings,support
1563,AAEC_331,historic buildings can be a source of maintenance fees,"we should do our parts to do what ever it takes to protect old buildings, letting next generations still have a chance to look at them",support
1564,AAEC_331,historic buildings can be a source of maintenance fees,government should spend money on preservation of old buildings,support
1565,AAEC_331,the city which I enjoy the most is a combination of history and modernity,"we should do our parts to do what ever it takes to protect old buildings, letting next generations still have a chance to look at them",support
1566,AAEC_331,the city which I enjoy the most is a combination of history and modernity,government should spend money on preservation of old buildings,support
1567,AAEC_331,Historic buildings have intrinsic values,"we should do our parts to do what ever it takes to protect old buildings, letting next generations still have a chance to look at them",support
1568,AAEC_331,Historic buildings have intrinsic values,government should spend money on preservation of old buildings,support
1569,AAEC_335,"scientists develop robots, which help people cope with their problems or just invent coffee machines, engines with integrated computers and etc",nowadays technology is entering into our society really quick,support
1570,AAEC_335,"before centeries, there were not washing machines, which clean your clothes, while a person do another job",nowadays technology is entering into our society really quick,support
1571,AAEC_335,"Scientists believe that one day people will face their developments, for instance robots, and they will not succeed to control them",All this inventions will try to take control of the Earth,support
1572,AAEC_335,All this inventions will try to take control of the Earth,IT discoveries are likely to have more disadvantages than benefits and people should know how to use their developments properly,support
1573,AAEC_335,nowadays technology is entering into our society really quick,IT discoveries are likely to have more disadvantages than benefits and people should know how to use their developments properly,attack
1574,AAEC_335,connecting people by email is easy and fast,IT discoveries are likely to have more disadvantages than benefits and people should know how to use their developments properly,attack
1575,AAEC_335,"World Wide Web offers humanity to access to information, which they want to know for less than 10 seconds",IT discoveries are likely to have more disadvantages than benefits and people should know how to use their developments properly,attack
1576,AAEC_341,"it also contributes to unhealthy behaviors of life, like sedentary lifestyle",technology takes convenience to humankind,attack
1577,AAEC_341,technology takes convenience to humankind,"Traditional skills and lifestyles play important role in modern society, in terms of healthcare, environmental protection and cultural inherit",attack
1578,AAEC_341,These are important foundation of modern civilization,those tradition-related things convey traditional culture and values,support
1579,AAEC_341,traditional skills rely little on fossil energy,"it is more environmentally-friendly, which should be promoted to reduce the threat of climate change",support
1580,AAEC_341,traditional ways of life is a great complimentary for modern life and highlight the importance of work life balance,"Traditional skills and lifestyles play important role in modern society, in terms of healthcare, environmental protection and cultural inherit",support
1581,AAEC_341,"it is more environmentally-friendly, which should be promoted to reduce the threat of climate change","Traditional skills and lifestyles play important role in modern society, in terms of healthcare, environmental protection and cultural inherit",support
1582,AAEC_341,those tradition-related things convey traditional culture and values,"Traditional skills and lifestyles play important role in modern society, in terms of healthcare, environmental protection and cultural inherit",support
1583,AAEC_341,Protection of tradition can provide the possibility to better understand ancient culture and utilize them to tackle modern problems,"Traditional skills and lifestyles play important role in modern society, in terms of healthcare, environmental protection and cultural inherit",support
1584,AAEC_341,the expense is trivial compared with the potential value of traditions,this kind of business bring limited contribution to government finance,attack
1585,AAEC_341,this kind of business bring limited contribution to government finance,protecting traditions consume too much financial budget compared with the incoming it takes,support
1586,AAEC_341,"Traditional skills and lifestyles play important role in modern society, in terms of healthcare, environmental protection and cultural inherit",the importance of traditions should be valued and paid attention to,support
1587,AAEC_341,"Traditional skills and lifestyles play important role in modern society, in terms of healthcare, environmental protection and cultural inherit","protection of tradition is not only important for the entire society currently, but also contributes to the next generation",support
1588,AAEC_341,protecting traditions consume too much financial budget compared with the incoming it takes,the importance of traditions should be valued and paid attention to,attack
1589,AAEC_341,protecting traditions consume too much financial budget compared with the incoming it takes,"protection of tradition is not only important for the entire society currently, but also contributes to the next generation",attack
1590,AAEC_341,"the government authorities and education institutes should work closely together to promote the traditional skills and ways of life, so as to make people to realize the value of them",the importance of traditions should be valued and paid attention to,support
1591,AAEC_341,"the government authorities and education institutes should work closely together to promote the traditional skills and ways of life, so as to make people to realize the value of them","protection of tradition is not only important for the entire society currently, but also contributes to the next generation",support
1592,AAEC_348,"it is the most important source of government's revenue, which is mainly used to serve all citizens",all people who are able to work should pay tax to the government,support
1593,AAEC_348,a large proportion of the tax is spent on national defence and in maintaining social stability,every one can work and live in a peaceful environment,support
1594,AAEC_348,every one can work and live in a peaceful environment,all people who are able to work should pay tax to the government,support
1595,AAEC_348,"The tax is also used to pay the salaries of workers working in public service sectors, such as teachers and police officers",all people who are able to work should pay tax to the government,support
1596,AAEC_348,these workers do not produce profit directly,"The tax is also used to pay the salaries of workers working in public service sectors, such as teachers and police officers",attack
1597,AAEC_348,what they do is for the well-being of the whole society,these workers do not produce profit directly,attack
1598,AAEC_348,"there are impoverished or disabled people in every society, needing help and support from others",citizens have other important responsibilities to fulfil apart from paying tax,support
1599,AAEC_348,the government can provide some fund to ease their difficulties,"there are impoverished or disabled people in every society, needing help and support from others",attack
1600,AAEC_348,such financial help is usually far from enough,the government can provide some fund to ease their difficulties,attack
1601,AAEC_348,"aids from more capable or wealthier citizens are particularly crucial, which are a great complement to government support",citizens have other important responsibilities to fulfil apart from paying tax,support
1602,AAEC_348,"There are criminals in every society, and the number of policemen the government can hire is limited","it is quite necessary for the local residents to take actions and ensure the safety of the communities, by doing things like reporting suspicious activities to the police department",support
1603,AAEC_348,"it is quite necessary for the local residents to take actions and ensure the safety of the communities, by doing things like reporting suspicious activities to the police department",citizens have other important responsibilities to fulfil apart from paying tax,support
1604,AAEC_348,Another responsibility all citizens should take is to maintain social stability together with the police force,citizens have other important responsibilities to fulfil apart from paying tax,support
1605,AAEC_348,all people who are able to work should pay tax to the government,"they have other critical obligations to take, in order to make our society function in an ordered way",support
1606,AAEC_348,citizens have other important responsibilities to fulfil apart from paying tax,"they have other critical obligations to take, in order to make our society function in an ordered way",support
1607,AAEC_352,students preparing for delivering speech on a certain topic can browse through internet to learn each and every minute details of the subject matter,computer impacts children on a positive note,support
1608,AAEC_352,It's hard to get everything at a same place unless children are not familiar with computers,computer impacts children on a positive note,support
1609,AAEC_352,"The best thing about internet is the availability of information in the form of text, image or video related to almost everything",through computer children can access internet to gather knowledge on the subjects they are studying or they are interested about,support
1610,AAEC_352,through computer children can access internet to gather knowledge on the subjects they are studying or they are interested about,computer impacts children on a positive note,support
1611,AAEC_352,"students who used to prepare Microsoft PowerPoint presentation for their school projects, get an edge over others at an early stage of their career",it's clear that computer has a positive effect on the children,support
1612,AAEC_352,"When children are allowed to play around with computer from a very early age, they get acquainted with the previously mentioned skills and become expert before facing professional world",it's clear that computer has a positive effect on the children,support
1613,AAEC_352,"computers enable people to prepare presentations, draw complex graphs and pictures, document thesis in a simple though efficient way",it's clear that computer has a positive effect on the children,support
1614,AAEC_352,computer assists children to use vast resources available over internet to study effectively as well as develop some basic skills which help them in future careers,It is disagreed that computer can affect children in a negative way if they use a computer on a daily basis,support
1615,AAEC_352,computer assists children to use vast resources available over internet to study effectively as well as develop some basic skills which help them in future careers,computer is a boon to children,support
1616,AAEC_352,computer impacts children on a positive note,It is disagreed that computer can affect children in a negative way if they use a computer on a daily basis,support
1617,AAEC_352,computer impacts children on a positive note,computer is a boon to children,support
1618,AAEC_352,it's clear that computer has a positive effect on the children,It is disagreed that computer can affect children in a negative way if they use a computer on a daily basis,support
1619,AAEC_352,it's clear that computer has a positive effect on the children,computer is a boon to children,support
1620,AAEC_355,Learning at school must be convenient for them if they speak in a way that they are used to,children might not be really comfortable with the use of a language other than their native tongue when they are in their kindergarten years,support
1621,AAEC_355,teachers think that foreign language most likely leads to confusion for children who are yet to start learning,children might not be really comfortable with the use of a language other than their native tongue when they are in their kindergarten years,support
1622,AAEC_355,"the teacher should be well-trained in the use of this specific language, so quality education will be delivered",children might not be really comfortable with the use of a language other than their native tongue when they are in their kindergarten years,support
1623,AAEC_355,"kids are amazing learners, and the best time to hone them is in their younger years",the advantages of early introduction of foreign language outweigh its disadvantages,support
1624,AAEC_355,The introduction of foreign language will be new to them,the advantages of early introduction of foreign language outweigh its disadvantages,attack
1625,AAEC_355,their curiosity will drive them to learn and comprehend,The introduction of foreign language will be new to them,attack
1626,AAEC_355,grasping a new language will be natural to them,The introduction of foreign language will be new to them,attack
1627,AAEC_355,the positive impact of this strategy is beneficial to both learners and teachers,the advantages of early introduction of foreign language outweigh its disadvantages,support
1628,AAEC_355,Teachers will not find it difficult to make students learn such new concept in their teenage years,the advantages of early introduction of foreign language outweigh its disadvantages,support
1629,AAEC_355,the advantages of early introduction of foreign language outweigh its disadvantages,it is important for children to be taught with a secondary language as early as kindergarten,support
1630,AAEC_355,the advantages of early introduction of foreign language outweigh its disadvantages,"if this endeavour is properly implemented by schools, this will most likely lead to improvement of learning ability among children",support
1631,AAEC_355,children might not be really comfortable with the use of a language other than their native tongue when they are in their kindergarten years,it is important for children to be taught with a secondary language as early as kindergarten,attack
1632,AAEC_355,children might not be really comfortable with the use of a language other than their native tongue when they are in their kindergarten years,"if this endeavour is properly implemented by schools, this will most likely lead to improvement of learning ability among children",attack
1633,AAEC_359,they worship cows,Indians don't eat beef,support
