,text_id,source_tokens,target_tokens,labels
2857,AbstRCT_mixed_29605574,All observed changes (except for Cholesterol Total and LDL-c) were significantly more prominent in patients with higher baseline BMI (BMI ≥ 27).,These benefits are significantly more prominent in patients with higher baseline BMI (BMI ≥ 27).,Support
2858,AbstRCT_mixed_29605574,"Cinnamon supplementation led to improvement of all anthropometric (BMI, body fat, and visceral fat), glycemic (FPG, 2hpp, HbA1C, Fasting Insulin, and Insulin Resistance), and lipids (Cholesterol Total, LDL-c and HDL-c) outcomes (except for triglycerides level).","Based on the study findings, cinnamon may improve anthropometric parameters, glycemic indices and lipid profile of patients with type II diabetes.",Support
2859,AbstRCT_mixed_27629859,HBsAg decline >3.5 log10 IU/mL at Week 24 in the TDF/PI-48w group resulted in a positive predictive value of 85% and a negative predictive value of 99% for HBsAg loss at Week 72.,"HBsAg decline at Week 24 of TDF plus PEG-IFN combination therapy may identify patients who, after completing 48 weeks of treatment, have a better chance of achieving HBsAg loss at Week 72.",Support
2860,AbstRCT_mixed_27629859,HBsAg decline at Week 12 or 24 of treatment was associated with HBsAg loss at Week 72 (P < 0.001).,"HBsAg decline at Week 24 of TDF plus PEG-IFN combination therapy may identify patients who, after completing 48 weeks of treatment, have a better chance of achieving HBsAg loss at Week 72.",Support
2861,AbstRCT_mixed_27629859,"Rates of HBsAg loss at Week 72 were significantly higher in the TDF/PI-48w group (6.5%) than in the TDF/PI-16w+TDF-32w (0.5%), TDF-120w (0%) and PI-48w (2.2%) groups (P = 0.09).","HBsAg decline at Week 24 of TDF plus PEG-IFN combination therapy may identify patients who, after completing 48 weeks of treatment, have a better chance of achieving HBsAg loss at Week 72.",Support
2862,AbstRCT_mixed_29375225,"There was no significant reduction of diastolic BP in the intervention group in comparison to placebo group (between group treatment difference = -1.3 mmHg, p = 0.099).",Short course monotherapy with low dose spironolactone is effective in reducing systolic BP in patients with stage I essential hypertension.,Support
2863,AbstRCT_mixed_29375225,"Systolic BP was reduced from 143.5 ± 8.2 mmHg to 137.10 ± 7.57 mmHg in the intervention group, while it did not change significantly in control (between group treatment difference = -4.5 mmHg, p = 0.004).",Short course monotherapy with low dose spironolactone is effective in reducing systolic BP in patients with stage I essential hypertension.,Support
2864,AbstRCT_mixed_29056008,"The two groups had similar incidence rates of adverse events, serious adverse events, and common adverse events.","In Peg-IFN-α regimen for HBeAg-positive CHB patients, the new drug Peg-IFN-α-2b (Y shape, 40 kD) has comparable effect and safety to the control drug Peg-IFN-α-2a.",Support
2865,AbstRCT_mixed_29056008,"95% CI met the non-inferiority criteria, and the trial group was non-inferior to the control group.","In Peg-IFN-α regimen for HBeAg-positive CHB patients, the new drug Peg-IFN-α-2b (Y shape, 40 kD) has comparable effect and safety to the control drug Peg-IFN-α-2a.",Support
2866,AbstRCT_mixed_29056008,"The data of the per-protocol set showed that HBeAg seroconversion rate at week 72 was 30.75% in the trial group and 27.14% in the control group with a rate difference of 3.61% (95% CI -3.87% to 11.09%, P = 0.3436).","In Peg-IFN-α regimen for HBeAg-positive CHB patients, the new drug Peg-IFN-α-2b (Y shape, 40 kD) has comparable effect and safety to the control drug Peg-IFN-α-2a.",Support
2867,AbstRCT_mixed_29056008,"The data of the full analysis set showed that HBeAg seroconversion rate at week 72 was 27.32% in the trial group and 22.70% in the control group with a rate difference of 4.63% (95% CI -1.54% to 10.80%, P = 0.1493).","In Peg-IFN-α regimen for HBeAg-positive CHB patients, the new drug Peg-IFN-α-2b (Y shape, 40 kD) has comparable effect and safety to the control drug Peg-IFN-α-2a.",Support
2868,AbstRCT_mixed_29133641,The study group required significantly lesser (P = 0.03) bleb needlings as compared to control group.,Amnion enhanced the efficacy of MMC-modulated trabeculectomy in terms of eyes with complete success and lesser interventions such as bleb needling.,Support
2869,AbstRCT_mixed_29133641,"Blebs in AMT group showed better bleb morphology in terms of significantly better extent (E3) on day 1 (P = 0.03) and better height (H2 and H3) (P = 0.04), according to the Indiana Bleb Appearance Grading Scale, at all follow-up visits along with normal vascularity.",Amnion enhanced the efficacy of MMC-modulated trabeculectomy in terms of eyes with complete success and lesser interventions such as bleb needling.,Support
2870,AbstRCT_mixed_29133641,"IOP reduced by 71.1% in study group from 41.9 ± 10.6 to 12.1 ± 2.7 mmHg and from 40.5 ± 8.5 to 12.8 ± 4.5 mmHg in control group, a decline of 68.29%.",Amnion enhanced the efficacy of MMC-modulated trabeculectomy in terms of eyes with complete success and lesser interventions such as bleb needling.,Support
2871,AbstRCT_mixed_29133641,Complete success (defined as IOP <16 mmHg on no medication) could be achieved in 85% eyes in study group while it was 60% in control group (P = 0.04).,Amnion enhanced the efficacy of MMC-modulated trabeculectomy in terms of eyes with complete success and lesser interventions such as bleb needling.,Support
2872,AbstRCT_mixed_29643323,"The change in the total DTR-QOL17 score and the score of one domain, burden on social activities and daily activities, was significantly greater in the linagliptin group than in the voglibose group.",Linagliptin is superior to voglibose in terms of improving treatment-related QOL in Japanese patients with T2DM.,Support
2873,AbstRCT_mixed_29643323,"In addition, only linagliptin treatment was identified as a factor associated with an increased total DTR-QOL17 score.",Linagliptin is superior to voglibose in terms of improving treatment-related QOL in Japanese patients with T2DM.,Support
2874,AbstRCT_mixed_29577107,but evidence from trials is inconclusive.,"Observational data support a role for vitamin D in type 2 diabetes,",Partial-Attack
2875,AbstRCT_mixed_29577107,"Among patients treated with lifestyle only (n = 28), vitamin D supplementation reduced HbA1c compared with placebo (-0.1% vs 0.3%, respectively; P = 0.034) at week 24.","Observational data support a role for vitamin D in type 2 diabetes,",Support
2876,AbstRCT_mixed_29477688,Serious complications requiring reoperation or producing a loss of 2 Snellen lines or more occurred in 1 patient (1%) in the tube group and 8 patients (7%) in the trabeculectomy group (P = 0.03).,The frequency of serious complications producing vision loss or requiring reoperation was lower after tube shunt surgery relative to trabeculectomy with MMC.,Support
2877,AbstRCT_mixed_29477688,Postoperative complications developed in 36 patients (29%) in the tube group and 48 patients (41%) in the trabeculectomy group (P = 0.06).,The frequency of serious complications producing vision loss or requiring reoperation was lower after tube shunt surgery relative to trabeculectomy with MMC.,Support
2878,AbstRCT_mixed_29477688,"Mean ± standard deviation IOP was 13.8±4.1 mmHg in the tube group and 12.4±4.4 mmHg in the trabeculectomy group at 1 year (P = 0.01), and the number of glaucoma medications was 2.1±1.4 in the tube group and 0.9±1.4 in the trabeculectomy group (P < 0.001).",Lower IOP with use of fewer glaucoma medications was achieved after trabeculectomy with MMC compared with tube shunt surgery during the first year of follow-up.,Support
2879,AbstRCT_mixed_29477688,"The cumulative probability of failure during the first year of follow-up was 17.3% in the tube group and 7.9% in the trabeculectomy group (P = 0.01; hazard ratio, 2.59; 95% confidence interval, 1.20-5.60).",Trabeculectomy with MMC had a higher surgical success rate than tube shunt implantation after 1 year in the PTVT Study.,Support
2880,AbstRCT_mixed_29463627,spironolactone promoted greater decrease in 24-h systolic and diastolic BP and diastolic daytime ambulatory BP than clonidine.,spironolactone is preferable for the fourth-drug therapy.,Support
2881,AbstRCT_mixed_29463627,"Secondary end point analysis showed similar office BP (33.3% versus 29.3%) and ambulatory BP monitoring (44% versus 46.2%) control for spironolactone and clonidine, respectively.","clonidine was not superior to spironolactone in true resistant hypertensive patients, but the overall BP control was low (≈21%).",Support
2882,AbstRCT_mixed_29463627,"clonidine was not superior to spironolactone in true resistant hypertensive patients, but the overall BP control was low (≈21%).",spironolactone is preferable for the fourth-drug therapy.,Support
2883,AbstRCT_mixed_29463627,"Compared with the spironolactone group (n=95), the clonidine group (n=92) presented similar rates of achieving the primary end point (20.5% versus 20.8%, respectively; relative risk, 1.01 [0.55-1.88]; P=1.00).","clonidine was not superior to spironolactone in true resistant hypertensive patients, but the overall BP control was low (≈21%).",Support
2884,AbstRCT_mixed_29463627,spironolactone promoted greater decrease in 24-h systolic and diastolic BP and diastolic daytime ambulatory BP than clonidine.,"clonidine was not superior to spironolactone in true resistant hypertensive patients, but the overall BP control was low (≈21%).",Support
2885,AbstRCT_mixed_29527973,A blood-pressure level of less than 130/80 mm Hg was achieved among 63.6% of the participants in the intervention group versus 11.7% of the participants in the control group (P<0.001).,"Among black male barbershop patrons with uncontrolled hypertension, health promotion by barbers resulted in larger blood-pressure reduction when coupled with medication management in barbershops by specialty-trained pharmacists.",Support
2886,AbstRCT_mixed_29527973,"At 6 months, the mean systolic blood pressure fell by 27.0 mm Hg (to 125.8 mm Hg) in the intervention group and by 9.3 mm Hg (to 145.4 mm Hg) in the control group; the mean reduction was 21.6 mm Hg greater with the intervention (95% confidence interval, 14.7 to 28.4; P<0.001).","Among black male barbershop patrons with uncontrolled hypertension, health promotion by barbers resulted in larger blood-pressure reduction when coupled with medication management in barbershops by specialty-trained pharmacists.",Support
2887,AbstRCT_mixed_27545497,"Treatment was generally well tolerated, and renal events were mild and infrequent (∼8.6%).",TDF monotherapy was effective and well tolerated in LAM-R CHB patients for up to 240 weeks.,Support
2888,AbstRCT_mixed_27545497,"Treatment was generally well tolerated, and renal events were mild and infrequent (∼8.6%).","Tenofovir disoproxil fumarate (TDF) monotherapy was effective and well tolerated without TDF resistance development in CHB patients with LAM-R, for up to 240weeks.",Support
2889,AbstRCT_mixed_27545497,No TDF resistance was observed up to week 240.,TDF monotherapy was effective and well tolerated in LAM-R CHB patients for up to 240 weeks.,Support
2890,AbstRCT_mixed_27545497,No TDF resistance was observed up to week 240.,"Tenofovir disoproxil fumarate (TDF) monotherapy was effective and well tolerated without TDF resistance development in CHB patients with LAM-R, for up to 240weeks.",Support
2891,AbstRCT_mixed_27545497,"Overall, six patients achieved hepatitis B surface antigen (HBsAg) loss and one patient (FTC/TDF arm) had HBsAg seroconversion by week 240.",TDF monotherapy was effective and well tolerated in LAM-R CHB patients for up to 240 weeks.,Support
2892,AbstRCT_mixed_27545497,"Overall, six patients achieved hepatitis B surface antigen (HBsAg) loss and one patient (FTC/TDF arm) had HBsAg seroconversion by week 240.","Tenofovir disoproxil fumarate (TDF) monotherapy was effective and well tolerated without TDF resistance development in CHB patients with LAM-R, for up to 240weeks.",Support
2893,AbstRCT_mixed_29432772,"No significant changes in FPG, insulin resistance/sensitivity, lipid profile and TAC indices were seen in synbiotic group compared to the placebo one (p > 0.05).","The results showed that, in women with GDM, synbiotic supplementation had no effect on FPG and insulin resistance/sensitivity indices.",Support
2894,AbstRCT_mixed_29432772,"Between group comparison showed significant decrease in SBP and DBP in synbiotic group compared to placebo (-2.5 vs. 8.6 mmHg, and -1.8 vs. 2.1 mmHg, p < 0.05).",Synbiotic is effective in reducing of blood pressure in women with GDM.,Support
2895,AbstRCT_mixed_29432772,Significant within group increases for HDL-C and TAC levels in synbiotic group were observed (p < 0.05).,Lipid profile and TAC status may be affected by synbiotic supplementation.,Support
2896,AbstRCT_mixed_29432772,"LDL-C showed significant increment in the placebo group compared to the baseline of the study (6.9 mg/dL, p < 0.05).",Lipid profile and TAC status may be affected by synbiotic supplementation.,Support
2897,AbstRCT_mixed_28777224,"however, it increases the risk of early filtering bleb leakage.",A single 1.25 mg dose of intracameral bevacizumab improves the success of trabeculectomy comparable with MMC;,Partial-Attack
2898,AbstRCT_mixed_28777224,Early filtering bleb leak was more prevalent in bevacizumab group (29% vs. 11%).,A single 1.25 mg dose of intracameral bevacizumab improves the success of trabeculectomy comparable with MMC;,Support
2899,AbstRCT_mixed_28777224,"At last visit, complete success was achieved in 25 cases (61%) of bevacizumab group and 23 cases (66%) of MMC group (P=0.669).",A single 1.25 mg dose of intracameral bevacizumab improves the success of trabeculectomy comparable with MMC;,Support
2900,AbstRCT_mixed_28777224,"Compared with baseline, IOP drop at last visit was 11.76±5.51 and 13.43±5.92 in the bevacizumab and MMC groups, respectively (P=0.207).",A single 1.25 mg dose of intracameral bevacizumab improves the success of trabeculectomy comparable with MMC;,Support
2901,AbstRCT_mixed_29553852,"Linear regression showed statistically significant associations between systolic blood pressure, diastolic blood pressure, C-reactive protein, lip-line, and heart rate with c-IMT z-scores of >1.5SD in the fully adjusted models and the p values were 0.000, 0.000, 0.017, 0.001, and 0.044, respectively .","Systolic or diastolic blood pressure, homocysteine, carotid-femoral PWV, and waistline were significantly related to c-IMT increment.",Support
2902,AbstRCT_mixed_29553852,"The results showed that mean c-IMT z-scores increased significantly during 4 years (0.002 ± 0.003, p < 0.001) as well as carotid-femoral PWV (13.99 ± 2.74, p < 0.01) and total cholesterol (6.97 ± 1.08, p < 0.001).","Systolic or diastolic blood pressure, homocysteine, carotid-femoral PWV, and waistline were significantly related to c-IMT increment.",Support
2903,AbstRCT_mixed_28889724,"In the chronic hepatitis B patients with interferon resistance, the combined administration of entecavir and adefovir dipivoxil can significantly improve liver function, hepatic fibrosis and MELD scores.","The results highlight the need to promote the benefits of this drug combination in helping chronic hepatitis B patients with interferon resistance, and to promote its application in clinical practices.",Support
2904,AbstRCT_mixed_28889724,"After treatment, the MELD score of patients in the combination treatment group was significantly lower than that in the entecavir group (18.7±3.2 vs. 22.5±3.4), with a statistically significant difference (P<0.05).","In the chronic hepatitis B patients with interferon resistance, the combined administration of entecavir and adefovir dipivoxil can significantly improve liver function, hepatic fibrosis and MELD scores.",Support
2905,AbstRCT_mixed_28889724,The results showed that the differences in comparison of the indexes before and after the treatment were statistically significant (P<0.05).,"In comparison of the indexes of hepatic fibrosis between the two groups, we found the following differences: PCIII (67.5±7.7 vs. 82.4±13.5 μg/L); IV-C (61.3±18.7 vs. 74.5±17.9 μg/L); HA (147.3±12.4 vs. 87.4±31.6 μg/L); and LN (88.7±13.2 vs 102.5±23.4 μg/L).",Support
2906,AbstRCT_mixed_28889724,The results showed that the differences in comparison of the indexes before and after the treatment were statistically significant (P<0.05).,"After treatment, the levels of the indexes in both groups (the combination treatment group vs. the entecavir group) were as follows: bilirubin (67.5±7.7 vs. 82.4±13.5 μmol/L); International Normalized Ratio (INR) (1.21±0.8 vs. 1.14±0.7); creatinine (147.3±12.4 vs. 287.4±21.6 mg/dL); GGT (67.4±23.2 vs. 88.4±23.7 U/L); and ALT (63.4±40.8 vs. 96.5±23.5 U/L).",Support
2907,AbstRCT_mixed_28889724,"In comparison of the indexes of hepatic fibrosis between the two groups, we found the following differences: PCIII (67.5±7.7 vs. 82.4±13.5 μg/L); IV-C (61.3±18.7 vs. 74.5±17.9 μg/L); HA (147.3±12.4 vs. 87.4±31.6 μg/L); and LN (88.7±13.2 vs 102.5±23.4 μg/L).","In the chronic hepatitis B patients with interferon resistance, the combined administration of entecavir and adefovir dipivoxil can significantly improve liver function, hepatic fibrosis and MELD scores.",Support
2908,AbstRCT_mixed_28889724,"After treatment, the levels of the indexes in both groups (the combination treatment group vs. the entecavir group) were as follows: bilirubin (67.5±7.7 vs. 82.4±13.5 μmol/L); International Normalized Ratio (INR) (1.21±0.8 vs. 1.14±0.7); creatinine (147.3±12.4 vs. 287.4±21.6 mg/dL); GGT (67.4±23.2 vs. 88.4±23.7 U/L); and ALT (63.4±40.8 vs. 96.5±23.5 U/L).","In the chronic hepatitis B patients with interferon resistance, the combined administration of entecavir and adefovir dipivoxil can significantly improve liver function, hepatic fibrosis and MELD scores.",Support
2909,AbstRCT_mixed_29332633,A longitudinal and qualitative study should refine these results.,Psychological factors impact the HRQoL of treated patients.,Partial-Attack
2910,AbstRCT_mixed_29332633,"Multivariate analysis indicated a positive relationship between 6MWD and the Physical Composite Score for QoL (p=0.004),",Psychological factors impact the HRQoL of treated patients.,Support
2911,AbstRCT_mixed_29332633,"negative relationship between delta SPO2 and the Mental Composite Score (p=0.02), irrespective of other known prognostic factors (such as haemodynamics at right heart catheterization).",Psychological factors impact the HRQoL of treated patients.,Support
2912,AbstRCT_mixed_29332633,"Depression and Trait-Anxiety were associated with a lower physical (p=0.001) and mental (p<0.001) QoL, respectively.",Psychological factors impact the HRQoL of treated patients.,Support
2913,AbstRCT_mixed_29580746,"RRS at baseline and Week 16, and change in RRS from baseline, predicted survival and clinical worsening-free survival.",This analysis of RRS in patients with inoperable or persistent/recurrent CTEPH suggests utility for the RRS in indications beyond PAH.,Support
2914,AbstRCT_mixed_29580746,Riociguat improved RRS in patients with inoperable and persistent/recurrent CTEPH.,This analysis of RRS in patients with inoperable or persistent/recurrent CTEPH suggests utility for the RRS in indications beyond PAH.,Support
2915,AbstRCT_mixed_29580746,"In CHEST-1, riociguat significantly improved RRS (p < 0.0001) and risk stratum (p < 0.001) vs placebo from baseline to Week 16.",This analysis of RRS in patients with inoperable or persistent/recurrent CTEPH suggests utility for the RRS in indications beyond PAH.,Support
2916,AbstRCT_mixed_29580746,"RRS at baseline, and at Week 16, and change in RRS during CHEST-1 were significantly associated with survival (hazard ratios for a 1-point reduction in RRS: 0.702, 0.692, and 0.682, respectively) and clinical worsening-free survival (hazard ratios: 0.697, 0.719, and 0.754, respectively) over 2 years in CHEST-2.",This analysis of RRS in patients with inoperable or persistent/recurrent CTEPH suggests utility for the RRS in indications beyond PAH.,Support
2917,AbstRCT_mixed_29406428,"Participants with both raised AST/ALT and positive HBsAg had a higher risk (OR 19.9, 95% CI: 5.3 to 74.3) and earlier onset of hepatotoxicity than participants who did not have these conditions at baseline.",Severely immunosuppressed individuals with raised pretreatment AST/ALT or HBsAg seropositivity need closer monitoring for hepatotoxicity.,Support
2918,AbstRCT_mixed_29406428,"Participants with both raised AST/ALT and positive HBsAg had a higher risk (OR 19.9, 95% CI: 5.3 to 74.3) and earlier onset of hepatotoxicity than participants who did not have these conditions at baseline.",The incidence of hepatotoxicity during IPT and ART was high.,Support
2919,AbstRCT_mixed_29406428,"Raised pretreatment AST/ALT (odds ratio [OR] 3.6, 95% confidence interval [CI]: 1.7 to 7.7) and hepatitis B surface antigen (HBsAg) seropositivity at baseline (OR 4.7, 95% CI: 1.7 to 12.9) were significantly associated with an increased risk of developing hepatotoxicity.",The incidence of hepatotoxicity during IPT and ART was high.,Support
2920,AbstRCT_mixed_29406428,"Among 426 participants (53% male, median age 35 years, median CD4 count 19 cells/µL), 31 developed hepatotoxicity (7.3%).",The incidence of hepatotoxicity during IPT and ART was high.,Support
2921,AbstRCT_mixed_29611209,"When the subjects were restricted to cirrhotic patients or Child-Pugh class A/B patients, similar results were obtained for mortality risk reduction between groups.",Survival advantage was significant with regular surveillance but not with irregular surveillance.,Support
2922,AbstRCT_mixed_29611209,"Mortality risk was significantly lower in the regular surveillance group (adjusted hazard ratio [aHR], 0.69; 95% [CI], 0.57-0.83) but not in the irregular surveillance group (aHR, 0.94; 95% CI, 0.69-1.28) compared with the nonsurveillance group after adjusting for confounding factors and lead-time.",Survival advantage was significant with regular surveillance but not with irregular surveillance.,Support
2923,AbstRCT_mixed_29611209,"Patients in the regular surveillance group were diagnosed at earlier stages ([very] early stage, 64.4%) than the irregular surveillance (40.4%) or nonsurveillance (26.9%) groups and had more chance for curative treatments (52.4%) than the irregular surveillance (39.4%) or nonsurveillance (23.3%) groups (all P < 0.001).",HCC surveillance was associated with longer survival owing to earlier diagnosis and curative treatment.,Support
2924,AbstRCT_mixed_29329305,"In the subgroup analysis for estimated glomerular filtration rate (eGFR) before and after treatment, decreased eGFR was observed only in the TDF group with cirrhosis (85.22 vs. 79.83 mL/min/1.73 m2, p = 0.000).",Stable switching to TDF monotherapy yielded non-inferior results at 96 weeks compared to the results obtained with LAM+ADV combination therapy in patients with LAM-resistant CHB and undetectable HBV DNA.,Support
2925,AbstRCT_mixed_29329305,No serious adverse reactions were observed.,Stable switching to TDF monotherapy yielded non-inferior results at 96 weeks compared to the results obtained with LAM+ADV combination therapy in patients with LAM-resistant CHB and undetectable HBV DNA.,Support
2926,AbstRCT_mixed_29329305,None of the subjects in either group experienced viral reactivation based on per protocol analysis.,Stable switching to TDF monotherapy yielded non-inferior results at 96 weeks compared to the results obtained with LAM+ADV combination therapy in patients with LAM-resistant CHB and undetectable HBV DNA.,Support
2927,AbstRCT_mixed_29329305,"After a mean follow-up period of 96 weeks, the proportion of HBV reactivation observed was 6.8% (4/58) in the LAM+ADV group and 4.5% (5/111) in the TDF group by using intention-to-treat analysis (difference, -2.3%; 95% CI, -9.84-5.24%).",Stable switching to TDF monotherapy yielded non-inferior results at 96 weeks compared to the results obtained with LAM+ADV combination therapy in patients with LAM-resistant CHB and undetectable HBV DNA.,Support
2928,AbstRCT_mixed_28454526,"In Group 1 and 2, intraocular pressure was well controlled to approximately 14 mmHg (9.38-18.46% decrease).",Both preservative containing and preservative-free 0.0015% tafluprost reduced intraocular pressure significantly.,Support
2929,AbstRCT_mixed_29478187,"AG lowered systolic blood pressure (- 5.6 ± 2.7 mmHg; p < 0.001), increased NOx (+ 1.85 ± 2.13 µmol/L; p < 0.03), and produced a mean percent end-difference of - 12.3 ± 3.9% in LDL-C and - 13.9 ± 5.8% in LDL-C/HDL.",AG extract added to conventional treatment provided an effective and safe adjunct in the management of T2DM.,Support
2930,AbstRCT_mixed_29478187,AG extract added to conventional treatment provided an effective and safe adjunct in the management of T2DM.,Larger studies using physiologically standardized ginseng preparations are warranted to substantiate the present findings and to demonstrate therapeutic effectiveness of AG.,Support
2931,AbstRCT_mixed_29478187,"Compared to placebo, AG significantly reduced HbA1c (- 0.29%; p = 0.041) and fasting blood glucose (- 0.71 mmol/L; p = 0.008).",AG extract added to conventional treatment provided an effective and safe adjunct in the management of T2DM.,Support
2932,AbstRCT_mixed_29633159,"adverse effects, such as bone marrow suppression and cardiotoxicity, limit their clinical application.","anthracyclines are effective chemotherapeutic agents for treating B-cell lymphoma,",Partial-Attack
2933,AbstRCT_mixed_29633159,Anthracycline therapy increases diabetes risk in a dose-dependent manner in B-cell lymphoma patients.,Intensive blood glucose monitoring and control should be recommended for B-cell lymphoma patients receiving anthracycline treatment.,Support
2934,AbstRCT_mixed_29633159,The annual alteration of adapted diabetes complications severity index score was not significantly different between B-cell lymphoma patients with or without anthracycline treatment (p = 0.4924).,Anthracycline therapy increases diabetes risk in a dose-dependent manner in B-cell lymphoma patients.,Support
2935,AbstRCT_mixed_29633159,"Cumulative anthracycline doses of 253-400 mg (HR: 2.35; 95% CI 1.41-3.91; p = 0.0010), 401-504 mg (HR: 2.26; 95% CI 1.26-4.05; p = 0.0063), and > 504 mg (HR: 2.29; 95% CI 1.25-4.18; p = 0.0072) increased the incidence density of diabetes in a dose-dependent manner (p = 0.0006).",Anthracycline therapy increases diabetes risk in a dose-dependent manner in B-cell lymphoma patients.,Support
2936,AbstRCT_mixed_29633159,"Anthracycline administration was associated with a higher incidence of diabetes (HR: 1.75; 95% CI 1.11-2.75; p = 0.0163) after adjustments for age, gender, cumulative dose of prednisolone, and co-morbidities.",Anthracycline therapy increases diabetes risk in a dose-dependent manner in B-cell lymphoma patients.,Support
2937,AbstRCT_mixed_28603112,The efficacy response is equal in both drugs while test drug showed more safety response.,It is concluded that Safoof akseer e jigar possesses as effective a therapeutic value in treating hepatitis B as allopathic medicine.,Support
2938,AbstRCT_mixed_28603112,Comparison of the data recorded of the patients was determined as both drugs showed significant improvement and p value>0.05.,The efficacy response is equal in both drugs while test drug showed more safety response.,Support
2939,AbstRCT_mixed_28603112,"According to the statistical analysis by chi square, hepatitis B was recorded as negative in 26 patients (57.77%) out of 45 patients by the use of Interferon Alpha (control therapy) and in 27 patients (64.28%) out of 42 patients by the use of Safoof akseer e jigar (test drug).",The efficacy response is equal in both drugs while test drug showed more safety response.,Support
2940,AbstRCT_mixed_28603112,No significant difference was identified after treatment and it was found that the efficacy of Alpha (Control drug) is same as Safoof akseer e jigar (Test drug).,The efficacy response is equal in both drugs while test drug showed more safety response.,Support
2941,AbstRCT_mixed_29654388,"Hepatic glucose production decreased after rapamycin pre-treatment (- 1.1 ± 1.1 mg/kg/min, p = 0.04) and after ITx (- 1.6 ± 0.6 mg/kg/min, p = 0.015),","Rapamycin pre-treatment before ITx succeeds in reducing insulin requirement, enhancing hepatic insulin sensitivity.",Support
2942,AbstRCT_mixed_29654388,"We found a significant reduction in DIR after rapamycin pre-treatment (- 8 ± 6 U/day, mean ± SD, p < 0.001) and 1 year after ITx.","Rapamycin pre-treatment before ITx succeeds in reducing insulin requirement, enhancing hepatic insulin sensitivity.",Support
2943,AbstRCT_mixed_29654388,"DIR reduction 1 year after ITx was greater in Group 1 as compared to Group 2 (- 37 ± 15 vs. - 19 ± 13 U/day, p = 0.005) and remained significant after adjusting for gender, age, glucose and baseline HbA1c (beta = 18.2 ± 5.9, p = 0.006).","Rapamycin pre-treatment before ITx succeeds in reducing insulin requirement, enhancing hepatic insulin sensitivity.",Support
2944,AbstRCT_mixed_29559030,"Over ten-years follow-up, SSRI + CCB use was associated with improved general cognitive function (Mini-Mental State Examination: β = 0.97; 95% CI 0.14 to 1.81, p = 0.023) and immediate visual memory (Boston Visual Retention Test: β = 0.69; 95% CI 0.06 to 1.32, p = 0.033).",The findings provide general population evidence that SSRI augmentation with CCB may improve depression and cognitive function.,Support
2945,AbstRCT_mixed_29559030,"At two year follow-up there was a significant group by time interaction showing lower Center for Epidemiological Studies-Depression (CESD) scores in the SSRI + CCB group, F(1,291) = 4.13, p = 0.043, η2 p = 0.014.",The findings provide general population evidence that SSRI augmentation with CCB may improve depression and cognitive function.,Support
2946,AbstRCT_mixed_29577550,ZGN-1061 was well tolerated across all doses with most frequent adverse events of mild headache and procedural-related irritation.,ZGN-1061 was well tolerated with no safety signals in all doses tested.,Support
2947,AbstRCT_mixed_27603149,"The non-invasive fibrosis serologic markers were further decreased in the experimental group, with significant differences after treatment observed for hyaluronic acid (p = 0.032) and transforming growth factor-β (p = 0.008), but not for type IV collagen (p = 0.174).",This study suggests the possibility of Korean Red Ginseng as a complementary therapy for chronic hepatitis B.,Support
2948,AbstRCT_mixed_27603149,"Differences in several non-invasive fibrosis serologic markers (type IV collagen, hyaluronic acid, transforming growth factor-β) and in the hepatitis B virus DNA levels were compared between the groups.",This study suggests the possibility of Korean Red Ginseng as a complementary therapy for chronic hepatitis B.,Support
2949,AbstRCT_mixed_29428785,"Among pregnant women aged 20-24 years, iron-folic acid (adjusted odds ratios: 0.81, 95% confidence interval: 0.67-0.96) or multiple micronutrient supplementation (adjusted odds ratios: 0.83, 95% confidence interval: 0.70-0.99) can significantly reduce the risk of pregnancy-induced hypertension compared to folic acid supplementation.","among pregnant women aged 20-24 years, iron-containing multiple micronutrient supplementation was associated with a reduced risk of pregnancy-induced hypertension compared with folic acid supplements only.",Support
2950,AbstRCT_mixed_29428785,"The incidence of pregnancy-induced hypertension was 7.1% (423/5923), 6.3% (374/5933) and 6.3% (372/5914) among the pregnant women who took folic acid only, iron-folic acid and multiple micronutrient supplements, respectively.","among pregnant women aged 20-24 years, iron-containing multiple micronutrient supplementation was associated with a reduced risk of pregnancy-induced hypertension compared with folic acid supplements only.",Support
2951,AbstRCT_mixed_29428785,"The adjusted odds ratios associated with iron-folic acid supplements and multiple micronutrient supplements for pregnancy-induced hypertension were both nearly 0.88 (95% confidence interval, 0.76-1.02), compared with folic acid supplements only.","among pregnant women aged 20-24 years, iron-containing multiple micronutrient supplementation was associated with a reduced risk of pregnancy-induced hypertension compared with folic acid supplements only.",Support
2952,AbstRCT_mixed_29510792,"The apnea-hypopnea index was significantly reduced in all three treatment arms, most prominently by AZT plus CPAP (RM-ANOVA P = .003).","AZT reduced blood pressure, vascular stiffness, and sleep-disordered breathing in patients with OSA and comorbid hypertension.",Support
2953,AbstRCT_mixed_29510792,"The reduction of venous bicarbonate concentration following AZT was correlated with the change of apnea-hypopnea index (r = 0.66, P = .013).","AZT reduced blood pressure, vascular stiffness, and sleep-disordered breathing in patients with OSA and comorbid hypertension.",Support
